total_audios,wer_segmento_promedio,cer_segmento_promedio,cobertura_lexica_promedio,audios_omision_total,audios_alucinacion_multilingue,audios_deriva_semantica,tasa_fallo_total
3,0.9894,0.9317,0.0193,2,1,0,1.0
